Patente;Nro;FECHA;Kms.;MOTIVO;DESCRIPCIÓN;LUGAR;FACTURA Nro.;FECHA DE PAGO;MONTO;OBSERVACIONES;
AF047UX;326;29/8/2023;51.781;SERVICIO;REPARACION SINIESTRO N705005;RENAULT - LOMAS;0019-00002457;30/10/2023;$ 100.000,00;;
AF138CR;327;24/8/2023;100.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 100.000 KM ;RENAULT - LOMAS;0045-00001356;30/11/2023;$ 100.598,36;;
LZG231;328;24/8/2023;121.321;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE GARANTIA;RENAULT - LOMAS;0045-00001332;30/10/2023;$ 42.876,00;;
AF174KK;329;23/8/2023;80.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 80.000 KM ;RENAULT - LOMAS;0045-00001354;30/11/2023;$ 100.598,36;;
AF421HY;330;22/8/2023;60.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 60.000 KM ;RENAULT - LOMAS;0045-00001352;30/11/2023;$ 147.570,25;;
AF481PH;331;18/8/2023;80.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 80.000 KM ;RENAULT - LOMAS;0045-00001351;30/11/2023;$ 100.598,34;;
AF333BV;332;15/8/2023;80.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 80.000 KM ;RENAULT - LOMAS;0045-00001306;13/10/2023;$ 100.598,34;;
AF047UW;333;9/8/2023;80.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 80.000 KM ;RENAULT - LOMAS;0045-00001294;13/10/2023;$ 117.064,00;;
AE937QN;334;7/8/2023;60.391;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 60.000 KM ;JAVIER ACUÑA;;;;;
AF215FN;335;7/8/2023;80.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 80.000 KM ;RENAULT - LOMAS;0045-00001333;30/10/2023;$ 96.747,11;;
AE937QP;336;3/8/2023;60.000;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE  66.902 KM;JAVIER ACUÑA;;;;;
AF215FO;337;3/8/2023;58.500;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 60.000 KM ;RENAULT - LOMAS;0045-00001292;13/10/2023;$ 141.795,05;;
AF757AU;338;31/7/2023;41.229;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 40.000 KM;RENAULT - LOMAS;0045-00001268;13/10/2023;$ 85.414,87;;
AB027KG;339;27/7/2023;141.095;SERVICIO;Se le realizo cambio de filtro y Aceite a los 141.095 Km;JAVIER ACUÑA;;;;;
AA909VM;340;24/7/2023;75.545;SERVICIO;Se le realizo cambio de filtro y Aceite a los 75.545. Km;JAVIER ACUÑA;;;;;
NHK226;341;24/7/2023;226.795;SERVICIO;Se le realizó cambio de filtros y Aceite a los KM 226.795.;JAVIER ACUÑA;;;;;
NXI181;342;22/7/2023;192.562;SERVICIO;Se le realizó cambio de filtros y Aceite a los KM 192.562;JAVIER ACUÑA;;;;;
AF270OX;343;21/7/2023;29.293;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 30,000KM;RENAULT - LOMAS;0045-00001250;6/10/2023;$ 36.707,99;;
AE870CQ;344;20/7/2023;51.094;SERVICIO;SE LE REALIZO EL SERVICIO DE MANTENIMIENTO DE 50,000KM;RENAULT - LOMAS;0045-00001242;6/10/2023;$ 37.476,00;;
AE626OT;345;17/7/2023;93.675;SERVICIO;SE REALIZO REEMPLAZO DE KIT DE EMBRAGUE + RECTIFICACION DE VOLANTE + REEMPLAZO DE BOMBIN DE EMBRAGUE + GRASA DE CAJA;RENAULT - LOMAS;0045-00001230;6/10/2023;$ 315.000,00;;
AF571RW;346;17/7/2023;;SERVICIO;SE REPARO EL TERMOSTATO DE TEMPERATURA;RENAULT - LOMAS;;;;;
AE694IC;347;14/7/2023;;REPARACION;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AE667QX;348;14/7/2023;;REVISION GARANTIA;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AE870CP;349;4/7/2023;50.649;REVISION GARANTIA;SE REALIZO SERVICIO DE MANTENIMIENTO DE 30.000 KM. ;RENAULT - LOMAS;045-00001199;6/10/2023;$ 37.476,00;;
AF215FN;350;3/7/2023;;SERVICIO;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AF215FO;351;4/7/2023;;CAMBIO DE TUBERIA DE FRENADO;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AF138CR;352;5/7/2023;;CAMBIO DE TUBERIA DE FRENADO;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AF047UQ;353;6/7/2023;;CAMBIO DE TUBERIA DE FRENADO;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AA234CH;354;30/6/2023;138.056;CAMBIO DE TUBERIA DE FRENADO;FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS + DIAGNOSTICO POR;AILES S.A;0001-1548;30/6/2023;$ 141.563,47;Pago con TDC BBVA;
AF481OQ;355;29/6/2023;29.774;MANO DE OBRA / CAJA MARIPOSA MOTORIZADA;SE REALIZO SERVICIO DE MANTENIMIENTO DE 30.000 KM.;RENAULT - LOMAS;0045-00001182;19/9/2023;$ 37.811,75;;
AF481PB;356;26/6/2023;60.000;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 60,000KM;RENAULT - LOMAS;045-00001174;19/9/2023;$ 135.856,02;;
AF481PG;357;23/6/2023;21.536;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 20,000 KM. ;RENAULT - LOMAS;0045-00001160;19/9/2023;$ 92.108,00;;
AF571RW;358;21/6/2023;;SERVICIO;REPARACION DE TERMOSTATO DE TEMPERATURA;RENAULT - LOMAS;;;;;
AE626OT;359;21/6/2023;;REPARACION;REPARACION DE EMBRAGUE;RENAULT - LOMAS;;;;;
AF857HF;360;22/6/2023;20.386;REPARACION;SE REALIZO SERVICIO DE MANTENIMIENTO DE 20,000KM.;RENAULT - LOMAS;0045-00001144;19/9/2023;$ 92.108,01;;
AF608ZD;361;23/6/2023;;SERVICIO;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;$ 92.108,00;;
AF333BT;362;23/6/2023;10.136;CAMBIO DE TUBERIA DE FRENADO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 10,000KM. ;RENAULT - LOMAS;045-00001156;19/9/2023;$ 37.760,00;;
AF421HY;363;22/6/2023;;SERVICIO;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AF333BS;364;21/6/2023;;CAMBIO DE TUBERIA DE FRENADO;POR GARANTIA Y A PEDIDO DE LA RENAULT;RENAULT - LOMAS;;;;;
AF333BU;365;14/6/2023;80.000;CAMBIO DE TUBERIA DE FRENADO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 80,000KM. ;RENAULT - LOMAS;0045-00001130;19/9/2023;$ 92.108,00;;
AF421HY;366;8/6/2023;40.096;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.096KM.;RENAULT - LOMAS;0045-00001122;19/9/2023;$ 92.108,00;;
AF421PH;367;8/6/2023;60.024;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 60.000KM. ;RENAULT - LOMAS;0045-00001121;19/9/2023;$ 135.856,00;;
AF757AS;368;6/6/2023;21.000;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000KM.;RENAULT - LOMAS;0045-00001120;19/9/2023;$ 92.108,00;;
AF421HL;369;5/6/2023;20.000;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000 KM.;RENAULT - LOMAS;0045-00001119;19/9/2023;$ 37.760,00;;
AF237KR;370;9/6/2023;11.606;SERVICIO ;A) SINIESTRO NUMERO 710037;RENAULT - LOMAS;0019-00002389;5/7/2023;$ 30.000,00;;
AF421HL;371;9/6/2023;20.001;REPARACION DE CHAPA Y SINIESTRO;;RENAULT - LOMAS;0019-00002388;5/7/2023;$ 50.000,00;;
AF571RW;372;1/6/2023;60.794;REPARACION DE CHAPA Y SINIESTRO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 60.000 KM. ;RENAULT - LOMAS;0045-00001125;19/9/2023;$ 135.856,08;;
AF047UR;373;31/5/2023;;SERVICIO;REPARACION DEL ALTERNADOR POR GARANTIA;RENAULT - LOMAS;;;;;
AF608ZD;374;31/5/2023;40.955;REP.ALTERNADOR;SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000 KM. ;RENAULT - LOMAS;0045-00001101;19/9/2023;$ 86.372,03;;
AF757AZ;375;30/5/2023;20.551;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000 KM. ;RENAULT - LOMAS;0045-00001100;19/9/2023;$ 86.372,03;;
AF237KR;376;24/5/2023;11.605;SERVICIO;A) SINIESTRO NUMERO 710037;RENAULT - LOMAS;0019-00002379;5/7/2023;$ 60.000,02;;
AF047UQ;377;22/5/2023;79.526;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000 KM. ;RENAULT - LOMAS;0045-00001083;14/6/2023;$ 106.800,00;;
AF047UE;378;23/5/2023;80.112;SERVICIO; SE REALIZO SERVICIO DE MANTENIMIENTO DE 80.000 KM.   ;RENAULT - LOMAS;0045-00001087;14/6/2023;$ 106.800,01;;
AF571RX;379;15/3/2023;40.517;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL. B) SE REALIZO PEDIDO EN GARANTIA 1501440022 DE CAJA TERMOSTATICA;RENAULT - LOMAS;0045-00001069;14/6/2023;$ 88.968,00;;
AF481OR;380;18/5/2023;10461;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 10.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL.;RENAULT - LOMAS;0045-00001074;14/6/2023;$ 36.952,01;;
AF047UW;381;8/5/2023;60491;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 60.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE COMBUSTIBLE, FILTRO DE HABITACULO + KIT DE ACCESORIOS + CONTROL GENERAL DE 25 PUNTOS + DIAGNOSTICO POR ESCANER;RENAULT - LOMAS;0045-00001057;14/6/2023;$ 127.504,00;;
AF333BV;382;5/5/2023;60000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 60.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL.;RENAULT - LOMAS;0045-00001056;7/6/2023;$ 127.504,00;;
AF333BS;383;4/5/2023;40100;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. GARANTIA OFICIAL RENAULT  POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL.;RENAULT - LOMAS;0045-00001053;7/6/2023;$ 86.372,00;;
AF215FO;384;3/5/2023;40300;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. GARANTIA OFICIAL RENAULT  POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL.;RENAULT - LOMAS;0045-00001050;7/6/2023;$ 86.372,00;;
AF138CR;385;27/4/2023;79001;SERVICIO;A) SINIESTRO N 705014 POLIZA 841136;RENAULT - LOMAS;0019-00002341;5/7/2023;$ 85.000,00;;
AE937QO;386;25/4/2023;40000;REPARACION;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. GARANTIA OFICIAL FIAT  POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL.;FIAT GENERALLI;0023-00000302;25/4/2023;$ 52.164,00;;
AF757AU;387;24/4/2023;20000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER.;RENAULT - LOMAS;0045-00001037;7/6/2023;$ 72.423,99;;
AF757AT;388;20/4/2023;4316;SERVICIO;A) SE REALIZO COLOCACION DE GANCHO REMOLQUE, GARANTIA OFICIAL RENAULT POR UN AÑO.;RENAULT - LOMAS;0045-00001026;29/5/2023;$ 104.000,01;;
AF237KR;389; 18-4-2023;10308;Colocacion Gancho de Remolque;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 10.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER.;RENAULT - LOMAS;0045-00001023;29/5/2023;$ 32.428,01;;
AF086CU;390;17/4/2023;80000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 80.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER.;RENAULT - LOMAS;0045-00001021;12/5/2023;$ 89.976,01;;
AF047UE;391;14/4/2023;60628;SERVICIO;A) REPARACION CHAPA Y PINTURA DEL SINIESTRO N 705620 POLIZA 841136;RENAULT - LOMAS;0019-00002315;5/7/2023;$ 97.000,00;;
AE937QW;392;10/4/2023;80000;REPARACION;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 80.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER.;RENAULT - LOMAS;0045-00001010;12/5/2023;$ 89.976,00;;
AF174KK;393;31/3/2023;60000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 60.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER + CORREA DE ACCESORIO.;RENAULT - LOMAS;0045-00001000;13/4/2023;$ 107.456,01;;
AE626OV;394;30/3/2023;79992;SERVICIO;A) SINIESTRO NUMERO 7008878 POLIZA 841136;RENAULT - LOMAS;0019-00002297;29/5/2023;$ 97.000,00;;
AF305MB;395;30/3/2023;80232;REPARACION;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 80.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000995;13/4/2023;$ 70.852,00;;
AF481PB;396;23/3/2023;39845;SERVICIO;SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. ;RENAULT - LOMAS;0045-00000990;13/4/2023;$ 70.852,01;;
AB027KG;397;21/3/2023;113993;SERVICIO;A) SINIESTRO N 703856 POLIZA 841136;RENAULT - LOMAS;0019-00002282;29/5/2023;$ 55.000,00;;
AF481PH;398;22/3/2023;40000;REPARACION;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000981;13/4/2023;$ 70.852,01;;
AF571RW;399;16/3/2023;40000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000966;13/4/2023;$ 72.984,01;;
AF215FO;400;16/3/2023;28265;SERVICIO;COBRO DE FRANQUICIA- A) SINIESTRO N 702488 - ALASKAN;RENAULT - LOMAS;0019-00002278;$ 45.029,00;$ 97.000,00;;
AF481OQ;401;15/3/2023;19748;REPARACIÓN;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER. SE REALIZO ALINEACION + BALANCEO + ROTACION DE NEUMATICOS;RENAULT - LOMAS;0045-00000963;13/4/2023;$ 31.856,01;;
AF333BU;402;7/3/2023;60000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 60.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000953;13/4/2023;$ 107.456,01;;
AF608ZD;403;27/2/2023;20000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000946;13/4/2023;$ 70.572,04;;
AF305MA;404;15/2/2023;80300;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 80.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000924;9/3/2023;$ 91.564,00;;
AF481PH;405;13/2/2023;20800;SERVICIO;A) REPARACION SINIESTRO ALLIANZ -  FRANQUICIA;RENAULT - LOMAS;0019-00002268;13/4/2023;$ 69.300,00;;
AF571RX;406;6/1/2023;19937;REP. SINIESTRO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000918;24/2/2023;$ 73.436,74;;
AF047UW;407;31/1/2023;40831;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 20.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000907;17/2/2023;$ 69.488,01;;
AF138CR;408;1/2/2023;79000;SERVICIO;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 80.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000911;17/2/2023;$ 91.564,02;;
AF333BV;409;30/1/2023;40701;SERVICIO e Inspección;A) SE REALIZO SERVICIO DE MANTENIMIENTO DE 40.000KM. GARANTIA OFICIAL RENAULT POR UN AÑO. SE REEMPLAZO ACEITE, FILTRO DE ACEITE, FILTRO DE AIRE, FILTRO DE AIRE, FILTRO DE HABITACULO + CONTROL GENERAL DE 25 PUNTOS-DIAGNOSTICO POR SCANER;RENAULT - LOMAS;0045-00000905;17/2/2023;$ 69.488,00;;
AF086CU;410;31/1/2023;;SERVICIO;Tiene dañado el condensador y ya fue solicitado por Renault;RENAULT - LOMAS;;;;;
